sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
246928,https://sofifa.com/player/246928/ivan-martin-nunez/20/159586,Iván Martín,Iván Martín Núñez,20,1999-02-14,178,70,Spain,Villarreal CF,62,74,550000,4000,"CAM, CM",Left,1,3,3,High/Low,Normal,No,1300000,,RES,37,,2018-07-01,2020,,,59,55,61,64,40,44,,,,,,,,53,57,39,66,59,65,55,62,63,64,60,58,61,55,60,49,50,53,42,51,37,40,54,60,70,62,41,39,38,13,6,11,6,6,54+2,54+2,54+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,59+2,58+2,58+2,58+2,59+2,51+2,50+2,50+2,50+2,51+2,48+2,43+2,43+2,43+2,48+2
247140,https://sofifa.com/player/247140/josh-benson/20/159586,J. Benson,Josh Benson,19,1999-12-05,175,74,England,Burnley,62,74,525000,3000,CM,Right,1,3,2,Medium/Medium,Normal,Yes,1100000,,RES,46,,2019-01-29,2020,,,68,54,61,63,54,64,,,,,,,,57,51,46,65,52,61,55,57,63,60,70,67,74,57,75,58,67,73,62,56,59,56,52,60,52,59,54,57,50,10,12,5,5,13,56+2,56+2,56+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,58+2,56+2,56+2,56+2,58+2
248165,https://sofifa.com/player/248165/andrei-ratiu/20/159586,A. Rațiu,Andrei Rațiu,21,1998-06-20,183,72,Romania,Villarreal CF,62,74,500000,3000,RB,Right,1,3,2,High/Medium,Normal,No,1200000,,RES,42,,2016-07-01,2020,,,67,50,59,66,59,58,,,,,,,,63,42,60,62,59,68,66,45,59,63,68,66,67,61,59,60,56,60,55,58,64,56,59,52,36,50,60,58,59,7,9,9,7,7,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,61+2,59+2,59+2,59+2,61+2,60+2,59+2,59+2,59+2,60+2
251493,https://sofifa.com/player/251493/abdallah-ali-mohamed/20/159586,A. Mohamed,Abdallah Ali Mohamed,20,1999-04-11,178,70,Comoros,Olympique de Marseille,62,74,500000,4000,RB,Right,1,3,2,Medium/Medium,Normal,No,1100000,,SUB,31,,2019-07-03,2022,,,76,39,53,66,57,56,,,,,,,,64,34,34,54,34,65,57,43,43,63,74,78,82,56,79,57,56,54,53,32,66,54,51,48,32,53,58,63,69,9,7,7,8,8,51+2,51+2,51+2,58+2,55+2,55+2,55+2,58+2,55+2,55+2,55+2,58+2,52+2,52+2,52+2,58+2,61+2,56+2,56+2,56+2,61+2,60+2,57+2,57+2,57+2,60+2
251952,https://sofifa.com/player/251952/marco-toscano/20/159586,M. Toscano,Marco Toscano,21,1997-07-07,170,67,Italy,Virtus Entella,62,74,500000,1000,CDM,Right,1,3,2,Medium/High,Lean,No,875000,,SUB,52,,2019-07-01,2023,,,66,38,54,60,59,56,,,,,,,,38,33,49,63,25,56,39,38,59,60,68,64,74,60,78,48,66,68,43,38,72,62,42,59,42,55,61,59,60,13,6,11,11,11,48+2,48+2,48+2,53+2,53+2,53+2,53+2,53+2,56+2,56+2,56+2,55+2,58+2,58+2,58+2,55+2,59+2,60+2,60+2,60+2,59+2,59+2,58+2,58+2,58+2,59+2
216656,https://sofifa.com/player/216656/jerome-sinclair/20/159586,J. Sinclair,Jerome Sinclair,22,1996-09-20,181,78,England,VVV-Venlo,62,73,525000,2000,"ST, RW",Right,1,4,2,Medium/Medium,Lean,Yes,,,SUB,15,Watford,,2020,,,75,61,52,64,38,61,,,,,,,Speed Dribbler (CPU AI Only),52,65,45,60,55,64,48,39,44,61,76,74,72,58,72,59,51,64,63,54,53,43,59,47,63,58,39,34,32,14,8,7,14,10,60+2,60+2,60+2,61+2,60+2,60+2,60+2,61+2,59+2,59+2,59+2,60+2,54+2,54+2,54+2,60+2,52+2,49+2,49+2,49+2,52+2,50+2,45+2,45+2,45+2,50+2
223963,https://sofifa.com/player/223963/cameron-humphreys-grant/20/159586,C. Humphreys-Grant,Cameron Humphreys-Grant,20,1998-08-22,185,82,England,SV Zulte-Waregem,62,73,475000,2000,CB,Right,1,2,2,Low/Medium,Normal,Yes,808000,,RCB,33,,2019-07-01,2022,,,62,32,48,50,60,65,,,,,,,,48,24,60,55,26,45,33,35,51,50,61,63,64,57,65,44,77,58,71,33,56,56,50,39,40,58,59,65,58,7,14,16,12,6,47+2,47+2,47+2,47+2,47+2,47+2,47+2,47+2,47+2,47+2,47+2,49+2,50+2,50+2,50+2,49+2,56+2,56+2,56+2,56+2,56+2,57+2,60+2,60+2,60+2,57+2
228472,https://sofifa.com/player/228472/mandela-egbo/20/159586,M. Egbo,Mandela Egbo,21,1997-08-17,180,70,England,SV Darmstadt 98,62,73,475000,2000,RB,Right,1,3,2,Medium/Medium,Normal,No,855000,,SUB,2,,2019-07-01,2022,,,73,40,57,64,55,66,,,,,,,,65,41,44,62,32,65,42,38,59,62,78,69,68,57,67,47,75,68,63,33,68,54,44,48,35,51,56,58,59,9,10,7,7,15,51+2,51+2,51+2,58+2,55+2,55+2,55+2,58+2,56+2,56+2,56+2,60+2,56+2,56+2,56+2,60+2,61+2,59+2,59+2,59+2,61+2,60+2,58+2,58+2,58+2,60+2
228681,https://sofifa.com/player/228681/francisco-sierralta/20/159586,F. Sierralta,Francisco Sierralta,22,1997-05-06,190,83,Chile,Udinese,62,73,475000,2000,"RB, CB",Right,1,3,2,Medium/High,Lean,No,903000,#Strength,RES,35,,2017-07-01,2024,,,54,30,46,51,66,71,,,,,,,,57,30,67,60,23,46,23,28,30,61,52,55,51,60,34,38,76,50,86,25,59,67,23,33,40,52,65,66,66,12,10,9,7,13,46+2,46+2,46+2,47+2,44+2,44+2,44+2,47+2,45+2,45+2,45+2,48+2,47+2,47+2,47+2,48+2,59+2,58+2,58+2,58+2,59+2,61+2,66+2,66+2,66+2,61+2
228888,https://sofifa.com/player/228888/george-edmundson/20/159586,G. Edmundson,George Edmundson,21,1997-08-15,190,79,England,Rangers FC,62,73,475000,6000,CB,Right,1,3,2,Medium/Medium,Normal,No,950000,,RES,4,,2019-06-21,2023,,,55,26,37,40,63,70,,,,,,,,29,20,58,47,25,33,26,29,42,40,57,54,59,58,59,46,74,71,73,19,59,64,22,26,39,55,66,61,60,14,9,8,14,15,39+2,39+2,39+2,37+2,36+2,36+2,36+2,37+2,37+2,37+2,37+2,39+2,42+2,42+2,42+2,39+2,53+2,55+2,55+2,55+2,53+2,56+2,61+2,61+2,61+2,56+2
229676,https://sofifa.com/player/229676/brandon-haunstrup/20/159586,B. Haunstrup,Brandon Haunstrup,22,1996-10-26,172,75,England,Portsmouth,62,73,475000,2000,"LB, LWB",Left,1,2,2,High/High,Lean,No,926000,,SUB,38,,2015-06-25,2020,,,75,27,54,62,58,62,,,,,,,Dives Into Tackles (CPU AI Only),62,25,52,60,25,62,41,31,54,60,74,75,72,55,61,22,78,74,61,29,46,53,58,42,32,43,62,60,58,10,13,11,12,13,48+2,48+2,48+2,56+2,52+2,52+2,52+2,56+2,54+2,54+2,54+2,58+2,55+2,55+2,55+2,58+2,61+2,57+2,57+2,57+2,61+2,61+2,58+2,58+2,58+2,61+2
231025,https://sofifa.com/player/231025/hugo-jose-rama-calvino/20/159586,Hugo Rama,Hugo José Rama Calviño,22,1996-11-22,177,75,Spain,CD Lugo,62,73,525000,2000,"CAM, CM",Right,1,3,3,Medium/Medium,Normal,No,919000,,SUB,21,,2018-07-02,2022,,,59,52,61,63,45,47,,,,,,,,61,45,39,63,67,63,41,40,65,65,61,58,60,53,66,51,31,54,49,64,39,49,61,64,47,52,35,55,45,12,13,6,12,7,54+2,54+2,54+2,59+2,58+2,58+2,58+2,59+2,61+2,61+2,61+2,60+2,60+2,60+2,60+2,60+2,54+2,54+2,54+2,54+2,54+2,52+2,47+2,47+2,47+2,52+2
232053,https://sofifa.com/player/232053/trent-buhagiar/20/159586,T. Buhagiar,Trent Buhagiar,21,1998-02-27,178,65,Australia,Sydney FC,62,73,525000,2000,"RW, CAM",Right,1,4,3,High/High,Lean,No,761000,"#Speedster, #Acrobat",SUB,12,,2018-06-01,2020,,,91,54,50,64,23,61,,,,,,,Early Crosser,48,60,51,55,34,60,36,27,46,58,92,90,91,48,92,49,71,82,64,48,26,24,62,53,62,55,22,18,12,7,12,14,13,9,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,52+2,52+2,52+2,61+2,46+2,40+2,40+2,40+2,46+2,43+2,35+2,35+2,35+2,43+2
232675,https://sofifa.com/player/232675/muteb-al-mufarrij/20/159586,M. Al Mufarrij,Muteb Al Mufarrij,22,1996-08-19,181,67,Saudi Arabia,Al Hilal,62,73,475000,5000,"CB, CDM",Left,1,3,2,Low/Medium,Normal,No,903000,,SUB,36,,2016-01-01,2022,,,56,26,38,43,63,62,,,,,,,,25,25,62,53,22,38,26,24,47,50,52,60,42,45,55,34,71,55,67,18,55,60,26,26,32,50,66,65,58,12,8,5,14,14,40+2,40+2,40+2,38+2,39+2,39+2,39+2,38+2,39+2,39+2,39+2,41+2,44+2,44+2,44+2,41+2,52+2,55+2,55+2,55+2,52+2,54+2,60+2,60+2,60+2,54+2
233375,https://sofifa.com/player/233375/darragh-leahy/20/159586,D. Leahy,Darragh Leahy,21,1998-04-15,185,72,Republic of Ireland,Bohemian FC,62,73,475000,1000,"LB, CB",Left,1,3,2,Medium/High,Normal,No,831000,,LB,3,,2018-01-02,2019,,,63,50,56,58,61,64,,,,,,,,59,52,58,57,45,58,56,51,55,57,61,64,65,55,54,54,69,71,58,42,68,59,53,52,51,59,60,64,61,7,12,6,11,6,55+2,55+2,55+2,56+2,55+2,55+2,55+2,56+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,57+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,60+2
233708,https://sofifa.com/player/233708/luca-germoni/20/159586,L. Germoni,Luca Germoni,21,1997-09-01,175,65,Italy,Castellammare di Stabia,62,73,475000,1000,LB,Left,1,2,2,Low/Medium,Lean,No,831000,,LB,19,,2019-07-10,2021,,,65,34,52,55,60,65,,,,,,,,59,33,51,58,27,52,34,35,53,58,65,65,61,62,56,31,46,65,69,35,58,58,46,42,40,58,62,63,61,10,12,8,10,14,48+2,48+2,48+2,52+2,50+2,50+2,50+2,52+2,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,60+2
234143,https://sofifa.com/player/234143/massimiliano-mangraviti/20/159586,M. Mangraviti,Massimiliano Mangraviti,21,1998-01-24,188,79,Italy,Brescia,62,73,475000,2000,"CB, CDM",Right,1,3,2,Medium/Medium,Normal,No,950000,,RES,18,,2016-01-01,2020,,,72,50,55,57,61,61,,,,,,,,44,45,63,62,47,53,45,47,58,62,72,72,66,55,51,64,58,61,63,49,58,57,50,55,47,53,60,65,62,13,14,7,9,13,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,57+2,57+2,57+2,56+2,57+2,57+2,57+2,56+2,59+2,60+2,60+2,60+2,59+2,60+2,61+2,61+2,61+2,60+2
234286,https://sofifa.com/player/234286/neider-barona/20/159586,N. Barona,Neider Barona,21,1997-07-11,175,65,Colombia,La Equidad,62,73,525000,1000,LM,Right,1,2,3,Medium/Medium,Lean,No,814000,,SUB,25,,2016-05-26,2022,,,77,48,53,65,34,50,,,,,,,Crowd Favourite,58,50,44,57,44,64,48,39,48,63,74,79,72,57,76,55,63,67,48,35,28,17,59,51,51,55,47,29,29,7,10,13,6,6,56+2,56+2,56+2,60+2,58+2,58+2,58+2,60+2,57+2,57+2,57+2,60+2,52+2,52+2,52+2,60+2,50+2,43+2,43+2,43+2,50+2,47+2,39+2,39+2,39+2,47+2
235636,https://sofifa.com/player/235636/mads-emil-madsen/20/159586,M. Madsen,Mads Emil Madsen,21,1998-01-14,186,82,Denmark,Silkeborg IF,62,73,525000,2000,"CM, CDM, CAM",Left,1,3,2,Medium/Medium,Lean,No,761000,,RCM,21,,2016-08-05,2022,,,55,48,57,61,58,67,,,,,,,,50,47,54,65,48,59,40,38,61,64,54,56,59,57,72,55,59,84,64,43,57,58,55,54,48,55,58,59,55,11,10,5,14,13,55+2,55+2,55+2,56+2,56+2,56+2,56+2,56+2,57+2,57+2,57+2,58+2,60+2,60+2,60+2,58+2,60+2,61+2,61+2,61+2,60+2,59+2,58+2,58+2,58+2,59+2
236391,https://sofifa.com/player/236391/giovanni-goran-rodriguez-rivero/20/159586,Giovanni,Giovanni Goran Rodríguez Rivero,20,1998-08-25,166,56,Spain,CD Tenerife,62,73,525000,2000,"ST, RM",Right,1,4,2,Medium/Medium,Lean,No,945000,,RES,34,,2016-07-30,2021,,,78,62,54,65,30,45,,,,,,,,54,65,51,59,57,66,42,43,51,60,77,79,62,60,92,60,65,61,37,59,38,12,60,53,64,64,52,16,17,13,5,9,13,13,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,61+2,53+2,53+2,53+2,61+2,46+2,41+2,41+2,41+2,46+2,44+2,36+2,36+2,36+2,44+2
236661,https://sofifa.com/player/236661/florian-baak/20/159586,F. Baak,Florian Baak,20,1999-03-18,191,90,Germany,Hertha BSC,62,73,475000,3000,CB,Right,1,3,2,Medium/Medium,Stocky,No,903000,,RES,29,,2016-10-30,2022,,,52,33,42,44,59,67,,,,,,,,32,29,62,52,24,41,30,24,44,45,53,51,46,55,50,57,72,44,78,21,68,54,26,42,35,52,58,63,59,15,13,7,8,8,44+2,44+2,44+2,41+2,42+2,42+2,42+2,41+2,42+2,42+2,42+2,42+2,45+2,45+2,45+2,42+2,50+2,54+2,54+2,54+2,50+2,52+2,60+2,60+2,60+2,52+2
237371,https://sofifa.com/player/237371/leo-bengtsson/20/159586,L. Bengtsson,Leo Bengtsson,21,1998-02-17,179,65,Sweden,Hammarby IF,62,73,525000,1000,LM,Right,1,3,2,Medium/Medium,Lean,No,761000,,SUB,16,,2016-09-06,2019,,,82,51,53,62,36,54,,,,,,,,54,56,35,54,47,61,50,39,48,60,84,81,71,61,76,46,57,67,47,43,56,33,62,57,56,60,45,33,28,13,9,8,9,8,56+2,56+2,56+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,54+2,54+2,54+2,61+2,51+2,47+2,47+2,47+2,51+2,49+2,42+2,42+2,42+2,49+2
237378,https://sofifa.com/player/237378/alex-dobre/20/159586,A. Dobre,Mihai Alexandru Dobre,20,1998-08-30,178,71,Romania,Bournemouth,62,73,525000,7000,"LM, LW",Right,1,3,3,High/Medium,Lean,No,1100000,,RES,54,,2016-08-31,2021,,,75,51,53,66,37,61,,,,,,,"Selfish, Crowd Favourite",56,52,40,55,33,66,44,40,48,62,76,74,78,57,69,54,64,67,59,51,59,38,56,55,50,66,33,40,36,7,15,14,9,10,56+2,56+2,56+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,54+2,54+2,54+2,60+2,52+2,49+2,49+2,49+2,52+2,50+2,45+2,45+2,45+2,50+2
237702,https://sofifa.com/player/237702/matt-olosunde/20/159586,M. Olosunde,Matt Olosunde,21,1998-03-07,186,72,United States,Rotherham United,62,73,475000,2000,"RB, CB, LB",Right,1,3,2,High/Medium,Lean,No,926000,,RB,22,,2019-07-05,2021,,,76,39,50,62,60,61,,,,,,,Power Free-Kick,53,42,62,61,40,62,41,36,50,61,77,75,66,56,60,43,74,52,65,24,61,55,45,34,44,52,60,62,63,9,9,12,14,9,53+2,53+2,53+2,55+2,53+2,53+2,53+2,55+2,53+2,53+2,53+2,56+2,52+2,52+2,52+2,56+2,59+2,57+2,57+2,57+2,59+2,60+2,61+2,61+2,61+2,60+2
237718,https://sofifa.com/player/237718/steve-ambri/20/159586,S. Ambri,Steve Ambri,21,1997-08-12,178,64,France,Valenciennes FC,62,73,525000,1000,ST,Left,1,3,3,Medium/Medium,Lean,No,1000000,,SUB,7,,2017-02-13,2020,,,82,61,52,64,24,56,,,,,,,,47,66,53,58,54,63,49,46,42,64,83,81,72,54,71,56,62,58,57,59,47,19,57,58,63,53,23,19,18,7,10,14,11,13,61+2,61+2,61+2,62+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,60+2,53+2,53+2,53+2,60+2,44+2,40+2,40+2,40+2,44+2,42+2,36+2,36+2,36+2,42+2
237875,https://sofifa.com/player/237875/rodrigo-schlegel/20/159586,R. Schlegel,Rodrigo Adrián Schlegel,22,1997-04-03,185,82,Argentina,Racing Club,62,73,475000,3000,CB,Right,1,2,2,Low/Medium,Normal,No,760000,,RES,14,,2017-02-23,2021,,,55,32,33,36,63,73,,,,,,,,33,27,54,34,33,31,35,29,35,38,48,60,40,45,57,48,81,64,79,28,65,61,24,31,41,47,61,68,65,6,14,14,7,15,39+2,39+2,39+2,35+2,35+2,35+2,35+2,35+2,34+2,34+2,34+2,37+2,38+2,38+2,38+2,37+2,51+2,52+2,52+2,52+2,51+2,54+2,61+2,61+2,61+2,54+2
238038,https://sofifa.com/player/238038/jordy-wehrmann/20/159586,J. Wehrmann,Jordy Wehrmann,20,1999-03-25,176,71,Netherlands,Feyenoord,62,73,525000,2000,CM,Right,1,3,2,Medium/High,Lean,No,893000,,RES,26,,2015-11-25,2020,,,67,51,58,61,59,60,,,,,,,,45,45,50,66,41,60,40,53,63,62,70,65,67,58,64,57,65,66,56,62,61,60,46,61,46,54,60,60,55,6,9,11,10,7,54+2,54+2,54+2,57+2,57+2,57+2,57+2,57+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,58+2,59+2,61+2,61+2,61+2,59+2,59+2,58+2,58+2,58+2,59+2
238046,https://sofifa.com/player/238046/david-camacho/20/159586,D. Camacho,David Andrés Camacho Valencia,22,1997-06-12,178,71,Colombia,La Equidad,62,73,525000,1000,RM,Right,1,2,3,Medium/Medium,Lean,No,814000,,RM,22,,2017-01-01,2022,,,67,55,57,63,42,58,,,,,,,,52,59,40,62,42,63,42,41,60,61,69,66,66,55,67,55,54,68,63,48,35,32,61,59,48,56,48,41,44,8,14,11,9,13,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,60+2,60+2,60+2,60+2,57+2,57+2,57+2,60+2,53+2,51+2,51+2,51+2,53+2,51+2,46+2,46+2,46+2,51+2
239035,https://sofifa.com/player/239035/gonzalo-collao/20/159586,G. Collao,Gonzalo Collao,21,1997-09-09,191,93,Chile,Universidad de Chile,62,73,425000,1000,GK,Right,1,3,1,Medium/Medium,Normal,No,680000,,SUB,29,,2015-07-01,2020,,,,,,,,,60,63,61,65,29,62,,14,9,13,27,7,5,12,12,22,12,28,29,39,50,58,46,52,35,73,5,21,20,7,56,13,47,20,13,14,60,63,61,62,65,,,,,,,,,,,,,,,,,,,,,,,,,,
239646,https://sofifa.com/player/239646/jonah-osabutey/20/159586,J. Osabutey,Jonah Osabutey,20,1998-10-10,181,72,Ghana,Royal Excel Mouscron,62,73,525000,2000,"ST, LW",Right,1,2,3,Medium/Low,Normal,No,,,LS,45,SV Werder Bremen,,2020,,,86,60,41,61,24,54,,,,,,,Early Crosser,48,65,52,45,37,60,31,37,32,60,86,86,70,55,65,62,74,44,57,53,55,15,59,39,56,56,19,27,19,8,12,12,11,7,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,55+2,55+2,55+2,56+2,45+2,45+2,45+2,56+2,42+2,36+2,36+2,36+2,42+2,40+2,37+2,37+2,37+2,40+2
239668,https://sofifa.com/player/239668/jannes-vollert/20/159586,J. Vollert,Jannes Vollert,21,1998-01-21,186,83,Germany,Hallescher FC,62,73,475000,1000,"CB, CDM",Right,1,3,2,Medium/Medium,Normal,No,,,SUB,5,SV Werder Bremen,,2021,,,56,41,55,57,59,68,,,,,,,,50,38,56,60,38,55,61,37,53,58,55,56,57,63,61,52,78,61,74,38,60,54,47,55,42,56,62,63,51,6,10,10,14,15,52+2,52+2,52+2,53+2,52+2,52+2,52+2,53+2,54+2,54+2,54+2,54+2,55+2,55+2,55+2,54+2,57+2,58+2,58+2,58+2,57+2,57+2,60+2,60+2,60+2,57+2
239806,https://sofifa.com/player/239806/amine-khammas/20/159586,A. Khammas,Amine Khammas,20,1999-04-06,176,62,Morocco,KRC Genk,62,73,475000,2000,LB,Left,1,3,3,Medium/Medium,Lean,No,808000,,RES,24,,2017-07-01,2020,,,77,33,60,67,56,49,,,,,,,,66,28,40,61,30,65,59,32,63,66,76,78,83,57,70,38,72,58,38,35,57,56,58,55,27,52,56,61,60,14,5,11,13,11,49+2,49+2,49+2,60+2,56+2,56+2,56+2,60+2,59+2,59+2,59+2,61+2,58+2,58+2,58+2,61+2,62+2,58+2,58+2,58+2,62+2,61+2,55+2,55+2,55+2,61+2
240000,https://sofifa.com/player/240000/elias-abouchabaka/20/159586,E. Abouchabaka,Elias Abouchabaka,19,2000-03-31,183,73,Germany,SpVgg Greuther Fürth,62,73,500000,1000,CAM,Left,1,3,3,Medium/Medium,Lean,No,,,SUB,8,RB Leipzig,,2020,,,63,60,59,64,31,53,,,,,,,,55,63,50,63,52,63,56,55,52,64,65,62,74,51,72,59,55,47,57,62,49,30,52,64,52,56,31,29,24,12,10,13,7,11,58+2,58+2,58+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,59+2,55+2,55+2,55+2,59+2,46+2,45+2,45+2,45+2,46+2,43+2,40+2,40+2,40+2,43+2
240001,https://sofifa.com/player/240001/sofiane-ahmed-kadi/20/159586,S. Ahmed-Kadi,Sofiane Ahmed-Kadi,22,1997-04-18,177,70,France,US Salernitana 1919,62,73,525000,1000,"RW, LW",Right,1,3,2,High/Medium,Lean,No,945000,,RES,34,,2017-07-14,2020,,,71,56,57,67,24,41,,,,,,,,60,60,33,63,50,70,45,40,55,58,70,71,75,60,75,58,36,48,42,45,30,25,55,50,59,57,21,25,20,6,11,7,12,7,56+2,56+2,56+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,60+2,53+2,53+2,53+2,60+2,46+2,41+2,41+2,41+2,46+2,42+2,33+2,33+2,33+2,42+2
240385,https://sofifa.com/player/240385/niccolo-zanellato/20/159586,N. Zanellato,Niccolò Zanellato,21,1998-06-24,187,80,Italy,Crotone,62,73,525000,1000,CM,Right,1,3,3,Medium/Medium,Lean,No,919000,,SUB,21,,2018-07-09,2022,,,60,47,63,68,53,50,,,,,,,,59,32,60,69,43,69,67,64,65,69,65,56,69,59,62,61,52,48,54,62,40,52,52,54,59,55,42,61,58,10,11,12,6,8,55+2,55+2,55+2,59+2,58+2,58+2,58+2,59+2,61+2,61+2,61+2,60+2,61+2,61+2,61+2,60+2,58+2,57+2,57+2,57+2,58+2,57+2,54+2,54+2,54+2,57+2
240585,https://sofifa.com/player/240585/ben-williams/20/159586,B. Williams,Benjamin Williams,20,1999-03-31,178,75,Wales,Barnsley,62,73,475000,2000,LB,Left,1,3,2,Medium/Medium,Normal,No,974000,,SUB,3,,2017-06-19,2022,,,72,42,55,62,59,63,,,,,,,,60,42,53,57,31,61,52,37,53,59,73,71,72,56,70,43,69,71,63,40,50,59,55,52,41,54,60,61,60,15,7,11,9,7,53+2,53+2,53+2,57+2,55+2,55+2,55+2,57+2,56+2,56+2,56+2,59+2,56+2,56+2,56+2,59+2,61+2,58+2,58+2,58+2,61+2,61+2,59+2,59+2,59+2,61+2
240961,https://sofifa.com/player/240961/owusu-kwabena/20/159586,O. Kwabena,Owusu Kwabena,22,1997-06-18,182,73,Ghana,CD Leganés,62,73,525000,4000,"LM, RM, ST",Right,1,3,2,Medium/Medium,Lean,No,1200000,,RES,37,,2017-08-23,2022,,,72,53,53,65,26,57,,,,,,,,55,59,44,59,35,67,40,34,54,65,72,72,67,55,57,50,46,55,67,48,35,16,56,50,45,49,29,24,22,13,7,9,12,6,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,60+2,53+2,53+2,53+2,60+2,45+2,42+2,42+2,42+2,45+2,42+2,37+2,37+2,37+2,42+2
241562,https://sofifa.com/player/241562/nicolas-diaz/20/159586,N. Díaz,Nicolás Díaz,20,1999-05-20,178,75,Chile,CD Palestino,62,73,475000,1000,"CB, RB",Left,1,2,2,Medium/Medium,Lean,No,736000,,SUB,4,,2017-07-01,2022,,,66,25,48,59,60,68,,,,,,,,23,16,62,64,26,59,23,24,60,58,65,66,60,57,67,35,74,77,68,23,57,56,63,49,30,50,58,63,61,10,10,10,12,14,48+2,48+2,48+2,50+2,52+2,52+2,52+2,50+2,54+2,54+2,54+2,54+2,57+2,57+2,57+2,54+2,57+2,60+2,60+2,60+2,57+2,58+2,61+2,61+2,61+2,58+2
241890,https://sofifa.com/player/241890/nicolae-carnat/20/159586,N. Carnat,Nicolae Carnat,21,1998-04-08,181,73,Romania,Sepsi OSK,62,73,525000,2000,"RM, ST",Right,1,4,2,High/Medium,Normal,No,814000,,ST,27,,2019-01-03,2022,,,75,53,55,63,36,60,,,,,,,,58,56,38,56,44,61,49,47,50,63,71,78,71,62,71,56,58,64,66,48,40,28,55,59,46,62,42,34,33,12,11,6,14,12,57+2,57+2,57+2,60+2,59+2,59+2,59+2,60+2,59+2,59+2,59+2,60+2,55+2,55+2,55+2,60+2,51+2,47+2,47+2,47+2,51+2,49+2,43+2,43+2,43+2,49+2
241995,https://sofifa.com/player/241995/lars-dietz/20/159586,L. Dietz,Lars Dietz,22,1997-01-07,190,79,Germany,Viktoria Köln,62,73,475000,1000,"CDM, CB",Right,1,2,2,Medium/Medium,Lean,No,,,SUB,4,1. FC Union Berlin,,2020,,,52,37,53,56,62,65,,,,,,,,43,29,61,65,34,55,32,35,58,60,53,52,52,62,53,56,43,63,69,37,65,61,37,47,38,60,63,63,56,14,7,14,13,13,49+2,49+2,49+2,50+2,50+2,50+2,50+2,50+2,52+2,52+2,52+2,52+2,56+2,56+2,56+2,52+2,58+2,61+2,61+2,61+2,58+2,58+2,61+2,61+2,61+2,58+2
242802,https://sofifa.com/player/242802/miguel-san-roman-ferrandiz/20/159586,San Román,Miguel San Román Ferrándiz,21,1997-07-14,189,79,Spain,Elche CF,62,73,425000,1000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,SUB,1,Atlético Madrid,,2020,,,,,,,,,62,63,63,61,24,59,,14,8,13,16,7,6,11,12,17,17,22,26,38,61,35,47,43,28,55,9,15,11,8,33,18,40,12,12,11,62,63,63,59,61,,,,,,,,,,,,,,,,,,,,,,,,,,
