ps_id,region_name,subregion_name,Baburin Sergei Nikolaevich,Grudinin Pavel Nikolaevich,Zhirinovskiy Vladimir Volfovich,Putin Vladimir Vladimirovich,Sobchak Ksenia Anatolyevna,Suraikin Maksim Aleksandrovich,Titov Boris Yurievich,Yavlinskiy Gregory Alekseivich,Number of ballot papers in ballot boxes,Number of valid ballot papers,Number of voters enlisted,Number of ballot papers in portable ballot boxes,Number of ballot papers given inside the polling station,Number of ballot papers given outside the polling station,Number of ballot papers given for advance voting,Number of excessive ballot papers,Number of ballot papers acquired at the polling station,Number of invalid ballot papers,Number of unused ballot papers,Number of lost ballot papers
410,Respublika Hakasia,Sirinskaa,1,44,34,245,4,6,1,1,322,336,460,21,322,21,0,0,400,7,57,0
411,Respublika Hakasia,Sirinskaa,1,13,8,47,2,0,0,1,55,72,75,18,55,18,0,0,75,1,2,0
412,Respublika Hakasia,Sirinskaa,2,18,15,207,5,4,1,1,209,253,319,44,209,44,0,0,320,0,67,0
413,Respublika Hakasia,Sirinskaa,1,5,8,101,1,1,1,0,112,118,145,9,112,9,0,0,130,3,9,0
414,Respublika Hakasia,Sirinskaa,2,37,17,363,0,3,2,2,423,426,462,9,423,9,0,0,450,6,18,0
415,Respublika Hakasia,Sirinskaa,0,8,20,70,0,0,0,0,91,98,124,9,91,9,0,0,100,2,0,0
416,Respublika Hakasia,Sirinskaa,1,8,10,116,1,3,4,0,66,143,164,79,66,5,74,0,150,2,5,0
417,Respublika Hakasia,Sirinskaa,5,53,19,365,9,4,0,0,428,455,470,30,428,30,0,0,530,3,72,0
418,Respublika Hakasia,Sirinskaa,0,12,16,243,1,0,0,1,229,273,300,47,229,47,0,0,300,3,24,0
419,Respublika Hakasia,Sirinskaa,5,106,90,503,1,7,1,2,701,715,998,22,701,22,0,0,1000,8,277,0
420,Respublika Hakasia,Sirinskaa,5,10,10,359,2,0,1,0,363,387,412,28,363,28,0,0,410,4,19,0
421,Respublika Hakasia,Sirinskaa,1,51,35,254,0,2,1,1,319,345,450,31,319,31,0,0,360,5,10,0
422,Respublika Hakasia,Sirinskaa,7,81,80,373,8,5,0,3,545,557,634,23,545,23,0,0,630,11,62,0
423,Respublika Hakasia,Sirinskaa,1,7,7,72,1,0,0,0,79,88,122,10,79,10,0,0,120,1,31,0
424,Respublika Hakasia,Sirinskaa,3,32,23,256,3,4,2,1,267,324,370,60,267,18,42,0,370,3,43,0
425,Respublika Hakasia,Sirinskaa,0,4,2,84,0,1,0,0,86,91,124,7,86,7,0,0,95,2,2,0
426,Respublika Hakasia,Sirinskaa,3,25,69,219,7,3,4,6,311,336,347,29,311,29,0,0,360,4,20,0
77,Respublika Hakasia,gorodskaa,8,249,92,604,9,6,11,4,914,983,1428,82,914,82,0,0,1500,13,504,0
78,Respublika Hakasia,gorodskaa,4,130,33,299,2,6,2,4,445,480,691,46,445,46,0,0,700,11,209,0
79,Respublika Hakasia,gorodskaa,2,101,43,331,4,3,1,3,434,488,670,61,434,61,0,0,700,7,205,0
80,Respublika Hakasia,gorodskaa,5,97,41,326,11,2,0,2,450,484,609,42,450,42,0,0,700,8,208,0
81,Respublika Hakasia,gorodskaa,2,111,50,294,3,5,5,2,450,472,660,27,450,27,0,0,700,5,223,0
82,Respublika Hakasia,gorodskaa,1,124,52,311,4,1,2,1,445,496,745,56,445,56,0,0,750,5,249,0
83,Respublika Hakasia,gorodskaa,5,104,43,336,1,3,2,3,448,497,678,56,448,56,0,0,700,7,196,0
84,Respublika Hakasia,gorodskaa,7,295,134,868,7,10,10,7,1213,1338,2084,149,1213,149,0,0,2100,24,738,0
85,Respublika Hakasia,gorodskaa,10,232,76,629,11,6,5,9,881,978,1285,110,881,110,0,0,1400,13,409,0
86,Respublika Hakasia,gorodskaa,10,97,62,290,6,9,1,2,434,477,684,48,434,48,0,0,800,5,318,0
87,Respublika Hakasia,gorodskaa,5,120,46,301,3,0,2,1,458,478,684,25,458,25,0,0,700,5,217,0
1,Respublika Hakasia,gorodskaa,11,139,52,598,27,11,13,12,864,863,1309,13,864,13,0,0,1300,14,423,0
2,Respublika Hakasia,gorodskaa,2,137,48,571,22,7,6,9,795,802,1033,16,795,16,0,0,1000,9,189,0
3,Respublika Hakasia,gorodskaa,11,256,60,1042,40,8,27,21,1450,1465,1480,29,1450,29,0,0,1900,14,421,0
4,Respublika Hakasia,gorodskaa,5,223,65,758,27,5,13,12,1111,1108,1660,6,1111,6,0,0,1600,9,483,0
5,Respublika Hakasia,gorodskaa,10,146,52,611,14,12,18,8,850,871,1388,30,867,30,0,0,1400,9,503,0
6,Respublika Hakasia,gorodskaa,5,199,55,597,21,12,7,18,894,914,1252,31,894,31,0,0,1200,11,275,0
7,Respublika Hakasia,gorodskaa,7,214,53,676,25,7,18,22,1006,1022,1504,28,1006,28,0,0,1400,12,366,0
8,Respublika Hakasia,gorodskaa,10,152,44,620,24,12,11,11,883,884,1470,27,883,27,0,0,1300,26,390,0
9,Respublika Hakasia,gorodskaa,8,185,70,663,25,5,10,7,944,973,1652,43,944,43,0,0,1600,14,613,0
10,Respublika Hakasia,gorodskaa,16,176,48,649,15,6,10,9,900,929,1464,37,902,37,0,0,1500,8,561,0
11,Respublika Hakasia,gorodskaa,13,236,86,852,25,7,14,9,1217,1242,2133,38,1217,50,0,0,2000,13,733,0
12,Respublika Hakasia,gorodskaa,10,236,75,833,28,15,11,11,1203,1219,1951,31,1203,31,0,0,1900,15,666,0
13,Respublika Hakasia,gorodskaa,14,194,80,708,28,10,8,11,1037,1053,1777,28,1037,28,0,0,1700,12,635,0
14,Respublika Hakasia,gorodskaa,8,191,73,643,14,5,9,8,938,951,1525,27,938,27,0,0,1500,14,535,0
15,Respublika Hakasia,gorodskaa,10,153,51,688,14,5,3,11,902,935,1755,40,903,40,0,0,1700,7,757,0
16,Respublika Hakasia,gorodskaa,8,113,60,523,6,5,3,2,707,720,1635,21,707,21,0,0,1500,8,772,0
17,Respublika Hakasia,gorodskaa,5,208,60,760,39,7,17,22,1115,1118,1785,17,1115,17,0,0,1600,14,468,0
18,Respublika Hakasia,gorodskaa,9,226,92,837,19,7,17,11,1213,1218,1959,26,1213,26,0,0,1900,21,661,0
19,Respublika Hakasia,gorodskaa,8,299,96,980,25,9,22,16,1442,1455,2300,29,1442,29,0,0,2100,16,629,0
20,Respublika Hakasia,gorodskaa,13,256,91,811,20,16,3,11,1213,1221,1969,26,1213,26,0,0,1900,18,661,0
21,Respublika Hakasia,gorodskaa,2,116,55,443,12,6,8,0,634,642,1234,12,634,12,0,0,1100,4,454,0
22,Respublika Hakasia,gorodskaa,12,315,158,1563,57,12,13,16,2158,2146,2419,10,2158,10,0,0,2500,22,332,0
23,Respublika Hakasia,gorodskaa,6,184,75,560,16,6,12,5,820,864,1630,57,820,57,0,0,1600,13,723,0
24,Respublika Hakasia,gorodskaa,18,181,73,689,12,13,9,5,965,1000,1993,49,965,49,0,0,1900,14,886,0
25,Respublika Hakasia,gorodskaa,5,153,92,555,8,11,5,8,820,837,1501,27,820,27,0,0,1400,10,553,0
26,Respublika Hakasia,gorodskaa,5,123,60,521,8,3,3,5,710,728,1473,24,710,24,0,0,1400,6,666,0
27,Respublika Hakasia,gorodskaa,5,141,55,488,5,4,4,4,683,706,1521,35,683,35,0,0,1400,12,682,0
28,Respublika Hakasia,gorodskaa,7,158,76,570,19,9,6,7,819,852,1767,40,819,40,0,0,1700,7,841,0
29,Respublika Hakasia,gorodskaa,5,140,64,507,12,8,2,5,726,743,1498,26,728,26,0,0,1400,9,646,0
30,Respublika Hakasia,gorodskaa,3,152,58,575,17,12,8,9,807,834,1501,37,807,37,0,0,1500,10,656,0
31,Respublika Hakasia,gorodskaa,5,103,43,405,16,10,4,3,589,589,1338,14,589,14,0,0,1300,14,697,0
32,Respublika Hakasia,gorodskaa,2,181,47,554,17,6,6,5,816,818,1358,16,816,16,0,0,1300,14,468,0
33,Respublika Hakasia,gorodskaa,10,193,47,727,27,11,12,9,824,1036,1459,222,824,222,0,0,1200,10,154,0
34,Respublika Hakasia,gorodskaa,7,177,87,735,21,11,12,11,1052,1061,2098,30,1052,30,0,0,2000,21,918,0
35,Respublika Hakasia,gorodskaa,9,210,61,643,14,8,16,13,965,974,1878,14,965,14,0,0,1800,5,821,0
36,Respublika Hakasia,gorodskaa,3,164,56,534,15,2,4,9,779,787,1466,15,779,15,0,0,1300,7,506,0
37,Respublika Hakasia,gorodskaa,8,171,69,550,14,8,12,2,817,834,1561,26,817,26,0,0,1500,9,657,0
38,Respublika Hakasia,gorodskaa,8,126,63,509,14,4,3,7,715,734,1340,25,715,25,0,0,1200,6,460,0
39,Respublika Hakasia,gorodskaa,9,262,84,887,24,5,11,8,1275,1290,2040,30,1275,30,0,0,2100,15,795,0
40,Respublika Hakasia,gorodskaa,12,236,98,859,25,10,6,10,1252,1256,2006,28,1254,28,0,0,1900,24,618,0
41,Respublika Hakasia,gorodskaa,4,211,62,750,28,6,9,11,1032,1081,1495,55,1033,55,0,0,1500,6,412,0
42,Respublika Hakasia,gorodskaa,10,227,64,763,17,11,10,12,1090,1114,1968,33,1093,33,0,0,1900,9,774,0
43,Respublika Hakasia,gorodskaa,6,120,70,544,15,3,3,9,760,770,1423,18,760,18,0,0,1300,8,522,0
44,Respublika Hakasia,gorodskaa,7,133,70,526,14,2,8,9,751,769,1592,22,751,22,0,0,1500,4,727,0
45,Respublika Hakasia,gorodskaa,7,129,48,577,14,7,4,4,771,790,1417,29,771,29,0,0,1400,10,600,0
46,Respublika Hakasia,gorodskaa,7,218,79,683,19,7,3,8,989,1024,2450,46,989,46,0,0,2300,11,1265,0
47,Respublika Hakasia,gorodskaa,3,151,69,599,10,4,9,7,824,852,1661,41,824,41,0,0,1500,13,635,0
48,Respublika Hakasia,gorodskaa,7,208,72,710,32,5,11,19,1033,1064,1734,49,1033,49,0,0,1700,18,618,0
49,Respublika Hakasia,gorodskaa,10,193,58,690,20,11,10,14,848,1006,1653,167,848,167,0,0,1300,9,285,0
50,Respublika Hakasia,gorodskaa,5,174,57,542,19,8,10,3,801,818,1438,32,801,32,0,0,1500,15,667,0
51,Respublika Hakasia,gorodskaa,6,232,71,784,33,10,7,16,1149,1159,1728,16,1149,16,0,0,1800,6,635,0
52,Respublika Hakasia,gorodskaa,11,181,65,706,22,5,15,8,946,1013,1777,82,946,82,0,0,1600,15,572,0
53,Respublika Hakasia,gorodskaa,6,182,57,678,21,8,9,8,966,969,1518,19,966,19,0,0,1500,16,515,0
54,Respublika Hakasia,gorodskaa,11,253,99,984,34,9,13,16,1410,1419,2236,21,1410,21,0,0,2000,12,569,0
55,Respublika Hakasia,gorodskaa,5,260,68,903,40,12,25,27,1336,1340,2156,19,1337,19,0,0,2100,15,744,0
56,Respublika Hakasia,gorodskaa,9,208,50,708,24,3,13,11,1016,1026,1648,26,1016,26,0,0,1600,16,558,0
57,Respublika Hakasia,gorodskaa,4,158,46,544,15,6,8,7,788,788,1346,11,788,11,0,0,1300,11,501,0
58,Respublika Hakasia,gorodskaa,11,322,100,1114,25,19,15,7,1578,1613,2548,49,1578,49,0,0,2500,14,873,0
59,Respublika Hakasia,gorodskaa,19,225,111,1222,31,12,19,16,1188,1655,2270,491,1188,491,0,0,1900,24,221,0
60,Respublika Hakasia,gorodskaa,8,262,56,778,37,7,16,7,1165,1171,1851,16,1165,16,0,0,1800,10,619,0
61,Respublika Hakasia,gorodskaa,9,255,100,803,22,3,25,15,1220,1232,1995,22,1222,22,0,0,1900,10,656,0
62,Respublika Hakasia,gorodskaa,17,301,73,895,32,13,14,22,1368,1367,2164,16,1368,16,0,0,2100,17,713,3
63,Respublika Hakasia,gorodskaa,15,282,81,994,42,8,15,29,1456,1466,2282,25,1456,25,0,0,2200,15,719,0
64,Respublika Hakasia,gorodskaa,6,153,43,448,24,6,8,18,689,706,1079,26,689,26,0,0,1000,9,285,0
65,Respublika Hakasia,gorodskaa,4,151,60,581,11,6,5,16,827,834,1255,12,827,12,0,0,1100,5,261,0
66,Respublika Hakasia,gorodskaa,9,203,64,737,21,6,17,9,1053,1066,1752,28,1053,28,0,0,1600,15,519,0
67,Respublika Hakasia,gorodskaa,7,212,81,710,20,11,7,12,1040,1060,1821,30,1041,30,0,0,1800,10,729,0
68,Respublika Hakasia,gorodskaa,7,228,66,819,24,6,16,26,1178,1192,1773,26,1178,26,0,0,1700,12,496,0
69,Respublika Hakasia,gorodskaa,0,37,16,165,3,4,1,1,219,227,409,11,219,11,0,0,400,3,170,0
70,Respublika Hakasia,gorodskaa,11,290,82,976,19,12,12,8,1396,1410,2340,25,1396,25,0,0,2200,11,779,0
71,Respublika Hakasia,gorodskaa,8,172,74,569,8,6,11,7,817,855,1612,46,817,46,0,0,1600,8,737,0
72,Respublika Hakasia,gorodskaa,7,150,57,629,8,8,6,14,863,879,1571,35,863,35,0,0,1400,19,502,0
73,Respublika Hakasia,gorodskaa,6,311,77,979,49,2,18,14,1449,1456,2223,19,1450,19,0,0,1700,12,231,0
74,Respublika Hakasia,gorodskaa,6,240,72,709,29,6,10,7,1072,1079,2081,14,1072,14,0,0,1700,7,614,0
75,Respublika Hakasia,gorodskaa,1,46,23,221,4,3,2,2,188,302,310,118,188,119,0,0,500,4,193,0
76,Respublika Hakasia,gorodskaa,1,40,92,496,28,2,6,4,669,669,677,8,669,8,0,0,700,8,23,0
172,Respublika Hakasia,Altajskaa,5,196,71,599,10,11,11,3,866,906,1337,57,866,57,0,0,1340,17,417,0
173,Respublika Hakasia,Altajskaa,6,186,51,492,9,5,1,5,707,755,1050,62,707,62,0,0,1150,14,381,0
174,Respublika Hakasia,Altajskaa,5,51,35,364,4,0,3,4,443,466,602,25,443,25,0,0,680,2,212,0
175,Respublika Hakasia,Altajskaa,1,156,47,430,4,2,3,3,632,646,1111,27,632,27,0,0,1130,13,471,0
176,Respublika Hakasia,Altajskaa,3,188,47,504,7,5,6,3,722,763,1021,52,722,52,0,0,1050,11,276,0
177,Respublika Hakasia,Altajskaa,4,147,39,437,8,7,6,2,616,650,907,46,616,46,0,0,950,12,288,0
178,Respublika Hakasia,Altajskaa,3,236,53,640,5,4,3,4,872,948,1130,94,872,94,0,0,1220,18,254,0
179,Respublika Hakasia,Altajskaa,6,173,42,536,10,4,2,4,737,777,1150,53,737,53,0,0,1210,13,420,0
180,Respublika Hakasia,Altajskaa,7,231,70,693,6,5,5,4,976,1021,1503,62,976,62,0,0,1500,17,462,0
181,Respublika Hakasia,Altajskaa,5,130,47,468,14,3,2,0,638,669,938,38,640,38,0,0,970,7,292,0
182,Respublika Hakasia,Altajskaa,1,19,6,126,1,1,0,0,126,154,155,28,126,28,0,0,160,0,6,0
183,Respublika Hakasia,Altajskaa,2,125,42,468,5,2,3,2,622,649,714,33,622,33,0,0,780,6,125,0
184,Respublika Hakasia,Altajskaa,1,34,31,295,3,2,2,0,354,368,428,20,354,20,0,0,390,6,16,0
185,Respublika Hakasia,Altajskaa,0,17,8,95,1,0,0,0,115,121,123,8,115,8,0,0,140,2,17,0
186,Respublika Hakasia,Altajskaa,4,64,23,365,3,4,0,1,430,464,492,38,430,38,0,0,540,4,72,0
187,Respublika Hakasia,Altajskaa,1,7,7,114,1,0,0,0,129,130,143,3,129,3,0,0,160,2,28,0
188,Respublika Hakasia,Altajskaa,2,9,3,29,0,0,0,0,44,43,46,0,44,0,0,0,57,1,13,0
189,Respublika Hakasia,Altajskaa,0,7,24,157,1,0,0,0,149,189,232,40,149,40,0,0,240,0,51,0
190,Respublika Hakasia,Altajskaa,0,20,15,162,1,0,0,0,189,198,211,13,189,13,0,0,240,4,38,0
191,Respublika Hakasia,Altajskaa,0,9,7,102,0,0,0,0,95,118,122,23,95,23,0,0,120,0,2,0
192,Respublika Hakasia,Altajskaa,6,78,35,418,2,4,2,1,482,546,809,69,482,69,0,0,830,5,279,0
193,Respublika Hakasia,Altajskaa,0,70,45,313,2,1,1,3,413,435,608,27,413,27,0,0,620,5,180,0
194,Respublika Hakasia,Altajskaa,0,57,41,295,4,4,2,1,321,404,535,85,321,85,0,0,560,2,154,0
195,Respublika Hakasia,Altajskaa,5,82,51,373,5,3,5,0,458,524,788,72,458,72,0,0,810,6,280,0
199,Respublika Hakasia,Askizskaa,5,209,73,782,17,10,5,5,1027,1106,1774,91,1027,91,0,0,1750,12,632,0
200,Respublika Hakasia,Askizskaa,13,279,52,908,22,10,5,7,1275,1296,1817,33,1275,33,0,0,2100,12,792,0
201,Respublika Hakasia,Askizskaa,5,269,50,840,11,8,11,10,1128,1204,1741,86,1128,86,0,0,1850,10,636,0
202,Respublika Hakasia,Askizskaa,0,37,10,206,2,1,1,0,255,257,375,5,255,5,0,0,400,3,140,0
203,Respublika Hakasia,Askizskaa,0,31,9,194,4,2,2,0,239,242,350,4,239,4,0,0,400,1,157,0
204,Respublika Hakasia,Askizskaa,0,18,4,87,3,1,1,0,116,114,154,0,116,0,0,0,200,2,84,0
205,Respublika Hakasia,Askizskaa,4,143,61,513,5,3,2,1,709,732,1417,32,709,32,0,0,1450,9,709,0
206,Respublika Hakasia,Askizskaa,4,180,69,666,12,6,1,4,893,942,1735,66,893,66,0,0,1800,17,841,0
207,Respublika Hakasia,Askizskaa,1,28,18,127,0,1,0,0,174,175,356,6,174,6,0,0,350,5,170,0
208,Respublika Hakasia,Askizskaa,5,65,26,254,4,3,2,2,346,361,649,23,346,23,0,0,700,8,331,0
209,Respublika Hakasia,Askizskaa,0,59,17,453,2,5,2,1,500,539,761,42,502,42,0,0,800,3,256,0
210,Respublika Hakasia,Askizskaa,1,22,10,146,0,1,0,2,144,182,259,39,144,19,20,0,300,1,117,0
211,Respublika Hakasia,Askizskaa,0,1,2,140,0,0,0,1,142,144,153,2,142,2,0,0,150,0,6,0
212,Respublika Hakasia,Askizskaa,0,9,8,191,4,1,0,2,208,215,323,8,208,8,0,0,350,1,134,0
213,Respublika Hakasia,Askizskaa,2,44,16,304,5,3,2,1,351,377,669,27,351,27,0,0,750,1,372,0
214,Respublika Hakasia,Askizskaa,1,9,2,108,2,0,0,0,114,122,155,8,114,8,0,0,200,0,78,0
215,Respublika Hakasia,Askizskaa,3,5,4,68,1,0,0,0,80,81,111,1,80,1,0,0,100,0,19,0
216,Respublika Hakasia,Askizskaa,0,7,3,102,4,0,0,0,86,116,151,31,86,31,0,0,150,1,33,0
217,Respublika Hakasia,Askizskaa,3,47,18,272,1,5,1,0,315,347,551,36,315,14,22,0,550,4,199,0
218,Respublika Hakasia,Askizskaa,1,116,50,405,10,6,0,3,522,591,981,74,522,35,39,0,1000,5,404,0
219,Respublika Hakasia,Askizskaa,1,63,15,244,5,2,0,0,316,330,558,16,316,16,0,0,600,2,268,0
220,Respublika Hakasia,Askizskaa,2,9,11,115,0,0,0,0,110,137,177,27,110,0,27,0,200,0,63,0
221,Respublika Hakasia,Askizskaa,3,33,16,234,5,1,4,4,262,300,501,40,262,40,0,0,550,2,248,0
222,Respublika Hakasia,Askizskaa,1,22,6,133,4,4,0,3,167,173,247,7,167,7,0,0,250,1,76,0
223,Respublika Hakasia,Askizskaa,2,47,8,399,6,3,2,1,433,468,723,37,433,37,0,0,800,2,330,0
224,Respublika Hakasia,Askizskaa,0,3,6,156,0,3,1,1,151,170,243,20,151,20,0,0,300,1,129,0
225,Respublika Hakasia,Askizskaa,1,7,5,114,1,0,1,0,85,129,197,44,85,20,24,0,200,0,71,0
226,Respublika Hakasia,Askizskaa,0,9,10,60,3,0,0,0,81,82,172,2,81,2,0,0,200,1,117,0
227,Respublika Hakasia,Askizskaa,10,100,54,382,5,5,1,1,525,558,967,40,525,40,0,0,1000,7,435,0
228,Respublika Hakasia,Askizskaa,7,67,33,321,5,2,0,1,406,436,691,37,406,37,0,0,750,7,307,0
229,Respublika Hakasia,Askizskaa,3,66,50,398,8,5,2,1,478,533,812,65,478,65,0,0,850,10,307,0
230,Respublika Hakasia,Askizskaa,0,202,83,408,6,12,2,0,686,713,1151,47,686,47,0,0,1300,20,567,0
231,Respublika Hakasia,Askizskaa,3,191,113,372,4,6,5,4,655,698,1365,58,655,58,0,0,1450,15,737,0
232,Respublika Hakasia,Askizskaa,0,2,7,41,0,1,0,0,50,51,104,1,50,1,0,0,100,0,49,0
233,Respublika Hakasia,Askizskaa,6,95,70,601,4,1,1,0,734,778,1308,59,734,59,0,0,1400,15,607,0
234,Respublika Hakasia,Askizskaa,0,3,4,57,1,1,0,0,50,66,80,17,50,17,0,0,100,1,33,0
235,Respublika Hakasia,Askizskaa,7,242,73,624,8,9,2,3,956,968,1765,19,956,19,0,0,1850,7,875,0
236,Respublika Hakasia,Askizskaa,3,163,69,467,7,3,1,3,706,716,1407,19,706,19,0,0,1450,9,725,0
237,Respublika Hakasia,Askizskaa,0,33,17,127,3,4,1,0,181,185,364,8,181,8,0,0,400,4,211,0
238,Respublika Hakasia,Askizskaa,0,17,8,105,0,1,0,1,132,132,215,2,132,2,0,0,250,2,116,0
239,Respublika Hakasia,Askizskaa,0,19,7,156,0,2,2,1,174,187,327,13,174,13,0,0,300,0,113,0
240,Respublika Hakasia,Askizskaa,0,4,3,49,1,0,1,0,56,58,91,3,56,3,0,0,100,1,41,0
245,Respublika Hakasia,Bejskaa,4,47,9,229,2,2,0,1,232,294,402,64,232,64,0,0,409,2,113,0
246,Respublika Hakasia,Bejskaa,0,9,1,139,0,1,0,1,146,151,198,5,146,5,0,0,219,0,68,0
247,Respublika Hakasia,Bejskaa,3,5,5,89,0,1,0,0,100,103,128,6,100,6,0,0,137,3,31,0
248,Respublika Hakasia,Bejskaa,2,127,40,526,6,4,2,5,610,712,1089,111,610,111,0,0,1126,9,405,0
249,Respublika Hakasia,Bejskaa,0,24,0,101,2,0,0,1,116,128,169,13,116,13,0,0,184,1,55,0
250,Respublika Hakasia,Bejskaa,0,10,3,143,3,0,0,0,148,159,203,12,148,12,0,0,207,1,47,0
251,Respublika Hakasia,Bejskaa,3,88,46,469,2,6,1,1,577,616,1028,51,577,51,0,0,1065,12,437,0
252,Respublika Hakasia,Bejskaa,0,23,15,184,3,1,2,0,222,228,318,15,222,15,0,0,303,9,66,0
253,Respublika Hakasia,Bejskaa,1,7,2,126,3,0,0,0,131,139,180,10,131,10,0,0,192,2,51,0
254,Respublika Hakasia,Bejskaa,6,309,66,868,9,11,3,3,1250,1275,1814,37,1250,37,0,0,1888,12,601,0
255,Respublika Hakasia,Bejskaa,8,161,60,410,6,2,0,0,616,647,928,35,616,35,0,0,960,4,309,0
256,Respublika Hakasia,Bejskaa,3,123,51,463,4,10,1,5,569,660,829,96,569,96,0,0,851,5,186,0
257,Respublika Hakasia,Bejskaa,0,13,9,42,0,0,1,0,61,65,89,4,61,4,0,0,84,0,19,0
258,Respublika Hakasia,Bejskaa,1,37,18,223,10,1,0,1,278,291,408,33,278,33,0,0,447,20,136,0
259,Respublika Hakasia,Bejskaa,0,12,8,81,0,0,0,0,89,101,125,13,89,13,0,0,167,1,65,0
260,Respublika Hakasia,Bejskaa,0,17,4,105,2,2,0,0,113,130,173,18,113,18,0,0,185,1,54,0
261,Respublika Hakasia,Bejskaa,0,17,2,123,0,1,0,0,135,143,180,9,135,9,0,0,218,1,74,0
262,Respublika Hakasia,Bejskaa,0,11,5,89,5,0,0,0,102,110,133,8,102,8,0,0,136,0,26,0
263,Respublika Hakasia,Bejskaa,2,59,30,253,5,1,0,0,325,350,502,26,325,26,0,0,510,1,159,0
264,Respublika Hakasia,Bejskaa,1,120,78,549,4,4,1,0,721,757,959,50,721,50,0,0,990,14,219,0
265,Respublika Hakasia,Bejskaa,2,87,42,326,2,2,2,0,432,463,719,42,432,42,0,0,746,11,272,0
266,Respublika Hakasia,Bejskaa,4,165,57,389,4,4,3,2,593,628,886,39,593,39,0,0,918,4,286,0
267,Respublika Hakasia,Bejskaa,1,55,25,272,2,1,1,0,314,357,554,50,314,50,0,0,576,7,212,0
268,Respublika Hakasia,Bejskaa,0,4,4,65,0,0,0,0,72,73,92,1,72,1,0,0,99,0,26,0
269,Respublika Hakasia,Bejskaa,2,154,61,365,2,4,6,1,557,595,809,42,557,42,0,0,833,4,234,0
270,Respublika Hakasia,Bejskaa,2,45,43,279,3,1,0,0,320,373,498,56,320,56,0,0,513,3,137,0
271,Respublika Hakasia,Bejskaa,0,10,6,43,0,2,0,0,62,61,95,0,62,0,0,0,106,1,44,0
275,Respublika Hakasia,Bogradskaa,2,34,33,274,3,2,0,0,291,348,550,62,291,62,0,0,600,5,247,0
276,Respublika Hakasia,Bogradskaa,0,8,5,26,2,0,0,0,37,41,59,5,37,5,0,0,70,1,28,0
277,Respublika Hakasia,Bogradskaa,4,97,39,427,2,3,2,0,516,574,973,66,516,66,0,0,1050,8,468,0
278,Respublika Hakasia,Bogradskaa,1,18,18,112,1,0,2,0,150,152,213,5,150,5,0,0,230,3,75,0
280,Respublika Hakasia,Bogradskaa,0,5,6,31,0,0,0,0,42,42,68,2,42,2,0,0,80,2,36,0
281,Respublika Hakasia,Bogradskaa,6,141,83,506,3,3,0,2,694,744,1038,61,694,61,0,0,1100,11,345,0
282,Respublika Hakasia,Bogradskaa,0,11,7,125,0,1,0,1,93,145,205,54,93,10,44,0,220,2,73,0
284,Respublika Hakasia,Bogradskaa,0,52,27,230,1,1,1,0,286,312,431,28,286,28,0,0,450,2,136,0
285,Respublika Hakasia,Bogradskaa,0,7,0,46,0,0,0,1,54,54,80,2,54,2,0,0,110,2,54,0
286,Respublika Hakasia,Bogradskaa,0,122,34,327,1,5,2,1,466,492,742,35,466,35,0,0,810,9,309,0
287,Respublika Hakasia,Bogradskaa,0,3,6,45,1,0,0,0,53,55,86,3,53,3,0,0,100,1,44,0
288,Respublika Hakasia,Bogradskaa,0,7,23,87,1,1,1,1,116,121,177,6,116,6,0,0,200,1,78,0
289,Respublika Hakasia,Bogradskaa,0,4,8,77,0,0,0,1,89,90,127,2,89,2,0,0,130,1,39,0
290,Respublika Hakasia,Bogradskaa,3,82,21,229,4,2,0,2,320,343,564,28,320,28,0,0,600,5,252,0
291,Respublika Hakasia,Bogradskaa,1,23,11,49,3,0,0,0,81,87,121,10,81,10,0,0,130,4,39,0
292,Respublika Hakasia,Bogradskaa,5,304,67,654,12,3,5,3,997,1053,1532,73,997,73,0,0,1650,17,580,0
293,Respublika Hakasia,Bogradskaa,5,207,67,391,2,2,5,0,641,679,1141,47,641,47,0,0,1180,9,492,0
294,Respublika Hakasia,Bogradskaa,3,77,22,199,4,0,0,0,275,305,507,34,275,34,0,0,550,4,241,0
295,Respublika Hakasia,Bogradskaa,0,16,9,47,0,0,1,0,55,73,96,22,55,6,16,0,110,4,33,0
296,Respublika Hakasia,Bogradskaa,2,94,33,159,0,0,2,0,277,290,516,15,277,15,0,0,570,2,278,0
297,Respublika Hakasia,Bogradskaa,0,22,16,70,0,0,0,2,100,110,120,11,100,11,0,0,160,1,49,0
298,Respublika Hakasia,Bogradskaa,1,6,8,41,0,0,0,0,33,56,71,24,33,24,0,0,70,1,13,0
299,Respublika Hakasia,Bogradskaa,0,32,43,194,2,2,0,1,225,274,376,56,225,36,20,0,450,7,169,0
300,Respublika Hakasia,Bogradskaa,6,53,20,283,1,3,1,1,300,368,483,72,300,68,4,0,530,4,158,0
304,Respublika Hakasia,Ordjonikidzevskaa,6,160,84,627,4,2,2,6,838,891,1332,75,838,75,0,0,1330,22,417,0
305,Respublika Hakasia,Ordjonikidzevskaa,5,211,88,773,6,9,3,7,1013,1102,1645,108,1013,108,0,0,1620,19,499,0
306,Respublika Hakasia,Ordjonikidzevskaa,2,21,25,139,0,1,2,1,181,191,307,12,181,12,0,0,300,2,107,0
307,Respublika Hakasia,Ordjonikidzevskaa,1,52,34,281,3,3,2,2,346,378,508,36,346,36,0,0,500,4,118,0
